id,name,schema_definition,created_at,is_active,is_tax_deductible,matching_description,doc_group,display_name_he,ui_category,semantic_signals,group_name
74,Lease Agreement,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:52.547794+00,true,false,Lease / rental agreement for residential property.,Legal,הסכם שכירות,Insurance & Contracts,"{""keywords_en"": [""lease agreement"", ""tenant"", ""landlord""], ""keywords_he"": [""חוזה שכירות"", ""משכיר"", ""שוכר""], ""layout_hints"": [""signature pages"", ""monthly rent""], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
75,Rental Contract,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:52.812559+00,true,false,"General rental contract for vehicle, equipment, or property.",Legal,חוזה שכירות,Insurance & Contracts,"{""keywords_en"": [""rental contract""], ""keywords_he"": [""הסכם שכירות""], ""layout_hints"": [""terms + signatures""], ""ocr_patterns"": [], ""vendor_examples"": [""Avis"", ""Hertz"", ""Enterprise"", ""Sixt""]}",
76,Employment Contract,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:53.048571+00,true,false,"Employment agreement with employer, title, salary, and terms.",Legal,חוזה העסקה,Insurance & Contracts,"{""keywords_en"": [""employment contract"", ""salary""], ""keywords_he"": [""חוזה עבודה"", ""שכר""], ""layout_hints"": [""signature blocks""], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign"", ""Workday""]}",
77,NDA / Confidentiality Agreement,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:53.280665+00,true,false,Agreement restricting disclosure of confidential information.,Legal,הסכם סודיות / סודיות,Insurance & Contracts,"{""keywords_en"": [""non-disclosure agreement"", ""NDA""], ""keywords_he"": [""הסכם סודיות"", ""NDA""], ""layout_hints"": [""legal clauses + signatures""], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
78,Service Agreement,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:53.502777+00,true,false,"Agreement for ongoing service delivery, maintenance, software, or consulting.",Legal,הסכם שירות,Insurance & Contracts,"{""keywords_en"": [""service agreement"", ""service terms""], ""keywords_he"": [""הסכם שירות""], ""layout_hints"": [""scope + fees""], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
79,Purchase Agreement,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:53.728852+00,true,false,"Contract for purchase of asset, property, car, or major item.",Legal,הסכם רכישה,Insurance & Contracts,"{""keywords_en"": [""purchase agreement""], ""keywords_he"": [""הסכם רכישה"", ""מוכר"", ""קונה""], ""layout_hints"": [""asset details""], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
80,Mortgage Contract,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:53.957712+00,true,false,Formal mortgage agreement with lender and repayment terms.,Legal,חוזה משכנתא,Insurance & Contracts,"{""keywords_en"": [""mortgage contract"", ""security interest""], ""keywords_he"": [""הסכם משכנתא""], ""layout_hints"": [""loan terms""], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
81,Power of Attorney,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:54.188876+00,true,false,Document authorizing someone to act on behalf of another person.,Legal,יִפּוּי כֹּחַ,Insurance & Contracts,"{""keywords_en"": [""power of attorney""], ""keywords_he"": [""ייפוי כוח""], ""layout_hints"": [""principal / agent names""], ""ocr_patterns"": [], ""vendor_examples"": [""Gov.il"", ""Ministry of Interior"", ""Israel Tax Authority"", ""Bituach Leumi"", ""Ministry of Transport"", ""Municipality of Tel Aviv-Yafo"", ""Jerusalem Municipality"", ""IRS"", ""DMV"", ""SSA"", ""USCIS"", ""State Department"", ""USPS""]}",
82,Court Notice,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:54.415786+00,true,false,"Formal court summons, hearing notice, or judicial communication.",Legal,הודעת בית המשפט,Insurance & Contracts,"{""keywords_en"": [""court notice"", ""hearing date"", ""summons""], ""keywords_he"": [""הזמנה לדין"", ""בית משפט"", ""דיון""], ""layout_hints"": [""case number prominently shown""], ""ocr_patterns"": [], ""vendor_examples"": [""Gov.il"", ""Ministry of Interior"", ""Israel Tax Authority"", ""Bituach Leumi"", ""Ministry of Transport"", ""Municipality of Tel Aviv-Yafo"", ""Jerusalem Municipality"", ""IRS"", ""DMV"", ""SSA"", ""USCIS"", ""State Department"", ""USPS""]}",
83,Fine / Penalty Notice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:28:54.63879+00,true,false,"Official fine, penalty, or violation notice requiring payment or appeal.",Legal,הודעת קנס / עונש,Insurance & Contracts,"{""keywords_en"": [""fine notice"", ""penalty"", ""appeal""], ""keywords_he"": [""קנס"", ""דוח"", ""ערעור""], ""layout_hints"": [""violation details + due date""], ""ocr_patterns"": [], ""vendor_examples"": [""Municipality of Tel Aviv-Yafo"", ""Jerusalem Municipality"", ""Ministry of Transport"", ""DMV""]}",
84,Parking Ticket,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:28:54.864101+00,true,false,"Parking violation notice with vehicle, location, amount, and appeal/payment deadlines.",Legal,"דו""ח חניה",Insurance & Contracts,"{""keywords_en"": [""parking ticket"", ""parking violation""], ""keywords_he"": [""דוח חניה"", ""חניה"", ""מספר רכב""], ""layout_hints"": [""vehicle + location + due date""], ""ocr_patterns"": [], ""vendor_examples"": [""Pango"", ""Cello"", ""Municipality of Tel Aviv-Yafo"", ""Jerusalem Municipality""]}",
